Product_Name,Division,Region,Ship_Mode,Units,Sales,Cost,Gross_Profit,Profit_Margin,Order_Month,Order_DayOfWeek,Factory,Factory_Latitude,Factory_Longitude,Destination_Latitude,Destination_Longitude,Shipping_Distance_KM,Predicted_Lead_Time,Current_Factory,Current_Predicted_Lead_Time,Lead_Time_Reduction_Days,Lead_Time_Reduction_Percent,Current_Distance_KM,Distance_Change_KM,Estimated_Logistics_Impact,Risk_Level,Risk_Penalty,Recommendation_Score,Scenario_Confidence_Score
Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,Standard Class,3,10.47,3.0,7.47,0.7134670487106016,4,0,Lot's O' Nuts,32.881893,-111.768036,41.8781,-87.6298,2116.5350076365844,930.9255,Lot's O' Nuts,930.9255,0.0,0.0,2116.5350076365844,0.0,0.0,Medium,5,-5.0,20.462379900405068
Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,Standard Class,3,10.47,3.0,7.47,0.7134670487106016,4,0,Wicked Choccy's,32.076176,-81.088371,41.8781,-87.6298,577.9464011735868,975.932,Lot's O' Nuts,930.9255,-45.00649999999996,-4.8345973979657835,2116.5350076365844,-1538.5886064629976,-92.31531638777986,High,15,19.025368116332473,20.462379900405068
Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,Standard Class,3,10.47,3.0,7.47,0.7134670487106016,4,0,Sugar Shack,48.11914,-96.18115,41.8781,-87.6298,670.1815889594578,961.6195,Lot's O' Nuts,930.9255,-30.69399999999996,-3.297148912560668,2116.5350076365844,-1446.3534186771267,-86.7812051206276,High,15,17.734192700714637,20.462379900405068
Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,Standard Class,3,10.47,3.0,7.47,0.7134670487106016,4,0,Secret Factory,41.446333,-90.565487,41.8781,-87.6298,243.85741263592817,982.5319999999999,Lot's O' Nuts,930.9255,-51.60649999999987,-5.543569275951713,2116.5350076365844,-1872.6775950006563,-112.36065570003939,High,15,26.61812071444473,20.462379900405068
Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,Standard Class,3,10.47,3.0,7.47,0.7134670487106016,4,0,The Other Factory,35.1175,-89.971107,41.8781,-87.6298,203.59025676163486,982.5319999999999,Lot's O' Nuts,930.9255,-51.60649999999987,-5.543569275951713,2116.5350076365844,-1912.9447508749495,-114.77668505249699,High,15,27.58453245542777,20.462379900405068
Wonka Bar -Scrumdiddlyumptious,Chocolate,Interior,Standard Class,3,10.8,3.3,7.5,0.6944444444444444,4,0,Lot's O' Nuts,32.881893,-111.768036,41.8781,-87.6298,2116.5350076365844,915.0,Lot's O' Nuts,915.0,0.0,0.0,2116.5350076365844,0.0,0.0,Medium,5,-5.0,20.462379900405068
Wonka Bar -Scrumdiddlyumptious,Chocolate,Interior,Standard Class,3,10.8,3.3,7.5,0.6944444444444444,4,0,Wicked Choccy's,32.076176,-81.088371,41.8781,-87.6298,577.9464011735868,968.39,Lot's O' Nuts,915.0,-53.389999999999986,-5.834972677595627,2116.5350076365844,-1538.5886064629976,-92.31531638777986,High,15,18.425142948554566,20.462379900405068
Wonka Bar -Scrumdiddlyumptious,Chocolate,Interior,Standard Class,3,10.8,3.3,7.5,0.6944444444444444,4,0,Sugar Shack,48.11914,-96.18115,41.8781,-87.6298,670.1815889594578,948.94,Lot's O' Nuts,915.0,-33.940000000000055,-3.7092896174863452,2116.5350076365844,-1446.3534186771267,-86.7812051206276,High,15,17.486908277759234,20.462379900405068
Wonka Bar -Scrumdiddlyumptious,Chocolate,Interior,Standard Class,3,10.8,3.3,7.5,0.6944444444444444,4,0,Secret Factory,41.446333,-90.565487,41.8781,-87.6298,243.85741263592817,984.03,Lot's O' Nuts,915.0,-69.02999999999997,-7.544262295081965,2116.5350076365844,-1872.6775950006563,-112.36065570003939,High,15,25.417704902966577,20.462379900405068
Wonka Bar -Scrumdiddlyumptious,Chocolate,Interior,Standard Class,3,10.8,3.3,7.5,0.6944444444444444,4,0,The Other Factory,35.1175,-89.971107,41.8781,-87.6298,203.59025676163486,984.03,Lot's O' Nuts,915.0,-69.02999999999997,-7.544262295081965,2116.5350076365844,-1912.9447508749495,-114.77668505249699,High,15,26.384116643949618,20.462379900405068
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Standard Class,2,7.2,2.4,4.8,0.6666666666666666,6,5,Lot's O' Nuts,32.881893,-111.768036,29.7604,-95.3698,1555.4429768952448,993.2093333333333,Lot's O' Nuts,993.2093333333333,0.0,0.0,1555.4429768952448,0.0,0.0,Medium,5,-5.0,20.462379900405068
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Standard Class,2,7.2,2.4,4.8,0.6666666666666666,6,5,Wicked Choccy's,32.076176,-81.088371,29.7604,-95.3698,1361.0590905482154,1028.3645000000001,Lot's O' Nuts,993.2093333333333,-35.15516666666679,-3.5395525884439385,1555.4429768952448,-194.38388634702937,-7.7753554538811755,High,15,-14.013589371513893,20.462379900405068
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Standard Class,2,7.2,2.4,4.8,0.6666666666666666,6,5,Sugar Shack,48.11914,-96.18115,29.7604,-95.3698,77.3720355259455,1063.0183333333334,Lot's O' Nuts,993.2093333333333,-69.80900000000008,-7.028629077186825,1555.4429768952448,-1478.0709413692994,-59.12283765477198,High,15,4.431957615596698,20.462379900405068
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Standard Class,2,7.2,2.4,4.8,0.6666666666666666,6,5,Secret Factory,41.446333,-90.565487,29.7604,-95.3698,431.48717683780035,1056.1183333333333,Lot's O' Nuts,993.2093333333333,-62.90899999999999,-6.3339114815674975,1555.4429768952448,-1123.9558000574443,-44.95823200229778,High,15,-0.8170540880213863,20.462379900405068
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Standard Class,2,7.2,2.4,4.8,0.6666666666666666,6,5,The Other Factory,35.1175,-89.971107,29.7604,-95.3698,505.91277126791863,1059.1683333333335,Lot's O' Nuts,993.2093333333333,-65.95900000000017,-6.640996795573156,1555.4429768952448,-1049.5302056273263,-41.98120822509305,High,15,-2.1921147873066715,20.462379900405068
Wonka Gum,Other,Gulf,Standard Class,1,1.25,0.6,0.65,0.52,10,1,Lot's O' Nuts,32.881893,-111.768036,29.7604,-95.3698,1555.4429768952448,942.005,Secret Factory,783.61,-158.39499999999998,-20.213499062033407,431.48717683780035,1123.9558000574443,22.47911600114889,High,15,-36.1197458376796,20.462379900405068
Wonka Gum,Other,Gulf,Standard Class,1,1.25,0.6,0.65,0.52,10,1,Wicked Choccy's,32.076176,-81.088371,29.7604,-95.3698,1361.0590905482154,865.895,Secret Factory,783.61,-82.28499999999997,-10.500759306287561,431.48717683780035,929.5719137104151,18.5914382742083,High,15,-28.737030893455856,20.462379900405068
Wonka Gum,Other,Gulf,Standard Class,1,1.25,0.6,0.65,0.52,10,1,Sugar Shack,48.11914,-96.18115,29.7604,-95.3698,77.3720355259455,800.86,Secret Factory,783.61,-17.25,-2.201350161432345,431.48717683780035,-354.1151413118548,-7.082302826237097,High,15,-13.487888966364569,20.462379900405068
Wonka Gum,Other,Gulf,Standard Class,1,1.25,0.6,0.65,0.52,10,1,Secret Factory,41.446333,-90.565487,29.7604,-95.3698,431.48717683780035,783.61,Secret Factory,783.61,0.0,0.0,431.48717683780035,0.0,0.0,Medium,5,-5.0,20.462379900405068
Wonka Gum,Other,Gulf,Standard Class,1,1.25,0.6,0.65,0.52,10,1,The Other Factory,35.1175,-89.971107,29.7604,-95.3698,505.91277126791863,800.14,Secret Factory,783.61,-16.529999999999973,-2.109467719911687,431.48717683780035,74.42559443011828,1.4885118886023656,High,15,-16.86108538738796,20.462379900405068
Kazookles,Other,Pacific,Standard Class,4,13.0,12.0,1.0,0.07692307692307693,4,1,Lot's O' Nuts,32.881893,-111.768036,36.7783,-119.4179,697.5079848151925,1325.2543333333335,The Other Factory,1343.651,18.396666666666533,1.3691551352744524,2640.0949584038894,-1942.586973588697,-155.40695788709576,Medium,5,57.98427623600298,20.462379900405068
Kazookles,Other,Pacific,Standard Class,4,13.0,12.0,1.0,0.07692307692307693,4,1,Wicked Choccy's,32.076176,-81.088371,36.7783,-119.4179,3489.5389611423725,1329.4643333333336,The Other Factory,1343.651,14.186666666666497,1.0558297256256644,2640.0949584038894,849.444002738483,67.95552021907865,Medium,5,-31.548710252256065,20.462379900405068
Kazookles,Other,Pacific,Standard Class,4,13.0,12.0,1.0,0.07692307692307693,4,1,Sugar Shack,48.11914,-96.18115,36.7783,-119.4179,1883.433465627561,1353.451,The Other Factory,1343.651,-9.799999999999955,-0.7293560604651025,2640.0949584038894,-756.6614927763285,-60.53291942210628,High,15,8.775554132563453,20.462379900405068
Kazookles,Other,Pacific,Standard Class,4,13.0,12.0,1.0,0.07692307692307693,4,1,Secret Factory,41.446333,-90.565487,36.7783,-119.4179,2475.251216633934,1353.631,The Other Factory,1343.651,-9.980000000000018,-0.7427523962695683,2640.0949584038894,-164.8437417699556,-13.18749934159645,High,15,-10.17065170112316,20.462379900405068
Kazookles,Other,Pacific,Standard Class,4,13.0,12.0,1.0,0.07692307692307693,4,1,The Other Factory,35.1175,-89.971107,36.7783,-119.4179,2640.0949584038894,1343.651,The Other Factory,1343.651,0.0,0.0,2640.0949584038894,0.0,0.0,Medium,5,-5.0,20.462379900405068
Lickable Wallpaper,Other,Interior,Standard Class,3,60.0,30.0,30.0,0.5,1,2,Lot's O' Nuts,32.881893,-111.768036,41.8781,-87.6298,2116.5350076365844,1348.426666666667,Secret Factory,1152.9,-195.52666666666687,-16.959551276491183,243.85741263592817,1872.6775950006563,112.36065570003939,High,15,-70.11999304591046,20.462379900405068
Lickable Wallpaper,Other,Interior,Standard Class,3,60.0,30.0,30.0,0.5,1,2,Wicked Choccy's,32.076176,-81.088371,41.8781,-87.6298,577.9464011735868,1233.7366666666667,Secret Factory,1152.9,-80.83666666666659,-7.011593951484654,243.85741263592817,334.08898853765857,20.045339312259514,High,15,-27.225092095794597,20.462379900405068
Lickable Wallpaper,Other,Interior,Standard Class,3,60.0,30.0,30.0,0.5,1,2,Sugar Shack,48.11914,-96.18115,41.8781,-87.6298,670.1815889594578,1329.95,Secret Factory,1152.9,-177.04999999999995,-15.356926012663713,243.85741263592817,426.3241763235296,25.579450579411777,High,15,-34.44593583936294,20.462379900405068
Lickable Wallpaper,Other,Interior,Standard Class,3,60.0,30.0,30.0,0.5,1,2,Secret Factory,41.446333,-90.565487,41.8781,-87.6298,243.85741263592817,1152.9,Secret Factory,1152.9,0.0,0.0,243.85741263592817,0.0,0.0,Medium,5,-5.0,20.462379900405068
Lickable Wallpaper,Other,Interior,Standard Class,3,60.0,30.0,30.0,0.5,1,2,The Other Factory,35.1175,-89.971107,41.8781,-87.6298,203.59025676163486,1152.9,Secret Factory,1152.9,0.0,0.0,243.85741263592817,-40.26715587429331,-2.4160293524575986,Medium,5,-4.033588259016961,20.462379900405068
Nerds,Sugar,Atlantic,Standard Class,2,3.0,1.6,1.4,0.4666666666666666,4,3,Lot's O' Nuts,32.881893,-111.768036,40.7128,-74.006,3327.520128811745,1364.4116666666669,Sugar Shack,1342.2116666666666,-22.200000000000273,-1.653986517278095,1748.6410238057952,1578.87910500595,63.155164200238,High,15,-41.25445759046205,20.462379900405068
Nerds,Sugar,Atlantic,Standard Class,2,3.0,1.6,1.4,0.4666666666666666,4,3,Wicked Choccy's,32.076176,-81.088371,40.7128,-74.006,631.217416864733,1243.2716666666665,Sugar Shack,1342.2116666666666,98.94000000000005,7.371415586463639,1748.6410238057952,-1117.4236069410622,-44.69694427764249,Medium,5,17.30162706293518,20.462379900405068
Nerds,Sugar,Atlantic,Standard Class,2,3.0,1.6,1.4,0.4666666666666666,4,3,Sugar Shack,48.11914,-96.18115,40.7128,-74.006,1748.6410238057952,1342.2116666666666,Sugar Shack,1342.2116666666666,0.0,0.0,1748.6410238057952,0.0,0.0,Medium,5,-5.0,20.462379900405068
Nerds,Sugar,Atlantic,Standard Class,2,3.0,1.6,1.4,0.4666666666666666,4,3,Secret Factory,41.446333,-90.565487,40.7128,-74.006,1385.846859570077,1317.3816666666667,Sugar Shack,1342.2116666666666,24.829999999999927,1.8499317668474988,1748.6410238057952,-362.7941642357182,-14.511766569428728,Medium,5,1.9146656878799906,20.462379900405068
Nerds,Sugar,Atlantic,Standard Class,2,3.0,1.6,1.4,0.4666666666666666,4,3,The Other Factory,35.1175,-89.971107,40.7128,-74.006,1396.1580182143794,1317.6916666666666,Sugar Shack,1342.2116666666666,24.519999999999982,1.8268355587233498,1748.6410238057952,-352.4830055914158,-14.099320223656633,Medium,5,1.7358294246966643,20.462379900405068
SweeTARTS,Sugar,Interior,Standard Class,3,4.5,2.4,2.1,0.4666666666666667,1,4,Lot's O' Nuts,32.881893,-111.768036,41.8781,-87.6298,2116.5350076365844,1546.77,Sugar Shack,1550.5739999999998,3.80399999999986,0.24532850415393656,670.1815889594578,1446.3534186771267,86.7812051206276,Medium,5,-39.56528494575868,20.462379900405068
SweeTARTS,Sugar,Interior,Standard Class,3,4.5,2.4,2.1,0.4666666666666667,1,4,Wicked Choccy's,32.076176,-81.088371,41.8781,-87.6298,577.9464011735868,1523.5839999999998,Sugar Shack,1550.5739999999998,26.99000000000001,1.7406457221648248,670.1815889594578,-92.23518778587106,-5.534111267152264,Medium,5,-1.7419680598401994,20.462379900405068
SweeTARTS,Sugar,Interior,Standard Class,3,4.5,2.4,2.1,0.4666666666666667,1,4,Sugar Shack,48.11914,-96.18115,41.8781,-87.6298,670.1815889594578,1550.5739999999998,Sugar Shack,1550.5739999999998,0.0,0.0,670.1815889594578,0.0,0.0,Medium,5,-5.0,20.462379900405068
SweeTARTS,Sugar,Interior,Standard Class,3,4.5,2.4,2.1,0.4666666666666667,1,4,Secret Factory,41.446333,-90.565487,41.8781,-87.6298,243.85741263592817,1435.734,Sugar Shack,1550.5739999999998,114.83999999999992,7.406289541808383,670.1815889594578,-426.3241763235296,-25.579450579411777,Medium,5,9.67555395684974,20.462379900405068
SweeTARTS,Sugar,Interior,Standard Class,3,4.5,2.4,2.1,0.4666666666666667,1,4,The Other Factory,35.1175,-89.971107,41.8781,-87.6298,203.59025676163486,1437.884,Sugar Shack,1550.5739999999998,112.68999999999983,7.267631212699286,670.1815889594578,-466.59133219782296,-27.995479931869376,Medium,5,10.558770700367322,20.462379900405068
Everlasting Gobstopper,Sugar,Gulf,Standard Class,4,40.0,8.0,32.0,0.8,5,0,Lot's O' Nuts,32.881893,-111.768036,29.7604,-95.3698,1555.4429768952448,1476.5420000000001,Secret Factory,1457.112,-19.430000000000064,-1.3334596105172467,431.48717683780035,1123.9558000574443,89.91646400459555,High,15,-51.766661368148576,20.462379900405068
Everlasting Gobstopper,Sugar,Gulf,Standard Class,4,40.0,8.0,32.0,0.8,5,0,Wicked Choccy's,32.076176,-81.088371,29.7604,-95.3698,1361.0590905482154,1478.7220000000002,Secret Factory,1457.112,-21.610000000000127,-1.483070621887688,431.48717683780035,929.5719137104151,74.3657530968332,High,15,-45.63614361186589,20.462379900405068
Everlasting Gobstopper,Sugar,Gulf,Standard Class,4,40.0,8.0,32.0,0.8,5,0,Sugar Shack,48.11914,-96.18115,29.7604,-95.3698,77.3720355259455,1457.112,Secret Factory,1457.112,0.0,0.0,431.48717683780035,-354.1151413118548,-28.329211304948387,Medium,5,6.331684521979355,20.462379900405068
Everlasting Gobstopper,Sugar,Gulf,Standard Class,4,40.0,8.0,32.0,0.8,5,0,Secret Factory,41.446333,-90.565487,29.7604,-95.3698,431.48717683780035,1457.112,Secret Factory,1457.112,0.0,0.0,431.48717683780035,0.0,0.0,Medium,5,-5.0,20.462379900405068
Everlasting Gobstopper,Sugar,Gulf,Standard Class,4,40.0,8.0,32.0,0.8,5,0,The Other Factory,35.1175,-89.971107,29.7604,-95.3698,505.91277126791863,1457.112,Secret Factory,1457.112,0.0,0.0,431.48717683780035,74.42559443011828,5.954047554409462,Medium,5,-7.381619021763785,20.462379900405068
Hair Toffee,Sugar,Pacific,Standard Class,5,22.5,5.0,17.5,0.7777777777777778,6,4,Lot's O' Nuts,32.881893,-111.768036,36.7783,-119.4179,697.5079848151925,1353.61625,The Other Factory,1322.814583333333,-30.80166666666696,-2.328494639743877,2640.0949584038894,-1942.586973588697,-194.25869735886968,High,15,61.306382159701556,20.462379900405068
Hair Toffee,Sugar,Pacific,Standard Class,5,22.5,5.0,17.5,0.7777777777777778,6,4,Wicked Choccy's,32.076176,-81.088371,36.7783,-119.4179,3489.5389611423725,1347.4545833333332,The Other Factory,1322.814583333333,-24.6400000000001,-1.8626949166156208,2640.0949584038894,849.444002738483,84.9444002738483,High,15,-50.0953770595087,20.462379900405068
Hair Toffee,Sugar,Pacific,Standard Class,5,22.5,5.0,17.5,0.7777777777777778,6,4,Sugar Shack,48.11914,-96.18115,36.7783,-119.4179,1883.433465627561,1337.10125,The Other Factory,1322.814583333333,-14.28666666666686,-1.0800203480268704,2640.0949584038894,-756.6614927763285,-75.66614927763285,High,15,14.618447502237021,20.462379900405068
Hair Toffee,Sugar,Pacific,Standard Class,5,22.5,5.0,17.5,0.7777777777777778,6,4,Secret Factory,41.446333,-90.565487,36.7783,-119.4179,2475.251216633934,1330.9945833333331,The Other Factory,1322.814583333333,-8.180000000000064,-0.618378426051779,2640.0949584038894,-164.8437417699556,-16.484374176995562,High,15,-8.777277384832843,20.462379900405068
Hair Toffee,Sugar,Pacific,Standard Class,5,22.5,5.0,17.5,0.7777777777777778,6,4,The Other Factory,35.1175,-89.971107,36.7783,-119.4179,2640.0949584038894,1322.814583333333,The Other Factory,1322.814583333333,0.0,0.0,2640.0949584038894,0.0,0.0,Medium,5,-5.0,20.462379900405068
Fun Dip,Sugar,Interior,Second Class,3,4.5,2.7,1.8,0.4,12,5,Lot's O' Nuts,32.881893,-111.768036,41.8781,-87.6298,2116.5350076365844,1066.4316666666666,Sugar Shack,1075.16,8.728333333333467,0.8118171558961891,670.1815889594578,1446.3534186771267,86.7812051206276,Medium,5,-39.22539175471333,20.462379900405068
Fun Dip,Sugar,Interior,Second Class,3,4.5,2.7,1.8,0.4,12,5,Wicked Choccy's,32.076176,-81.088371,41.8781,-87.6298,577.9464011735868,1095.09,Sugar Shack,1075.16,-19.929999999999836,-1.8536775921723123,670.1815889594578,-92.23518778587106,-5.534111267152264,High,15,-13.898562048442482,20.462379900405068
Fun Dip,Sugar,Interior,Second Class,3,4.5,2.7,1.8,0.4,12,5,Sugar Shack,48.11914,-96.18115,41.8781,-87.6298,670.1815889594578,1075.16,Sugar Shack,1075.16,0.0,0.0,670.1815889594578,0.0,0.0,Medium,5,-5.0,20.462379900405068
Fun Dip,Sugar,Interior,Second Class,3,4.5,2.7,1.8,0.4,12,5,Secret Factory,41.446333,-90.565487,41.8781,-87.6298,243.85741263592817,1133.59,Sugar Shack,1075.16,-58.429999999999836,-5.4345399754454995,670.1815889594578,-426.3241763235296,-25.579450579411777,High,15,-8.028943753502588,20.462379900405068
Fun Dip,Sugar,Interior,Second Class,3,4.5,2.7,1.8,0.4,12,5,The Other Factory,35.1175,-89.971107,41.8781,-87.6298,203.59025676163486,1133.59,Sugar Shack,1075.16,-58.429999999999836,-5.4345399754454995,670.1815889594578,-466.59133219782296,-27.995479931869376,High,15,-7.062532012519549,20.462379900405068
Laffy Taffy,Sugar,Atlantic,First Class,1,1.99,0.75,1.24,0.6231155778894473,8,5,Lot's O' Nuts,32.881893,-111.768036,40.7128,-74.006,3327.520128811745,1278.312,Sugar Shack,1333.22,54.90800000000013,4.118450068255811,1748.6410238057952,1578.87910500595,31.577582100119,Medium,5,-15.159962799094114,20.462379900405068
Laffy Taffy,Sugar,Atlantic,First Class,1,1.99,0.75,1.24,0.6231155778894473,8,5,Wicked Choccy's,32.076176,-81.088371,40.7128,-74.006,631.217416864733,1407.3020000000001,Sugar Shack,1333.22,-74.08200000000011,-5.556622312896605,1748.6410238057952,-1117.4236069410622,-22.348472138821244,High,15,-9.394584532209466,20.462379900405068
Laffy Taffy,Sugar,Atlantic,First Class,1,1.99,0.75,1.24,0.6231155778894473,8,5,Sugar Shack,48.11914,-96.18115,40.7128,-74.006,1748.6410238057952,1333.22,Sugar Shack,1333.22,0.0,0.0,1748.6410238057952,0.0,0.0,Medium,5,-5.0,20.462379900405068
Laffy Taffy,Sugar,Atlantic,First Class,1,1.99,0.75,1.24,0.6231155778894473,8,5,Secret Factory,41.446333,-90.565487,40.7128,-74.006,1385.846859570077,1366.49,Sugar Shack,1333.22,-33.26999999999998,-2.4954621142797127,1748.6410238057952,-362.7941642357182,-7.255883284714364,High,15,-13.594923954682082,20.462379900405068
Laffy Taffy,Sugar,Atlantic,First Class,1,1.99,0.75,1.24,0.6231155778894473,8,5,The Other Factory,35.1175,-89.971107,40.7128,-74.006,1396.1580182143794,1362.53,Sugar Shack,1333.22,-29.309999999999945,-2.1984368671337022,1748.6410238057952,-352.4830055914158,-7.049660111828317,High,15,-13.499198075548895,20.462379900405068
Fizzy Lifting Drinks,Sugar,Atlantic,First Class,4,15.0,6.0,9.0,0.6,9,3,Lot's O' Nuts,32.881893,-111.768036,40.7128,-74.006,3327.520128811745,1401.53,Sugar Shack,1415.43,13.900000000000091,0.9820337282663284,1748.6410238057952,1578.87910500595,126.310328400476,Medium,5,-54.934911123230606,20.462379900405068
Fizzy Lifting Drinks,Sugar,Atlantic,First Class,4,15.0,6.0,9.0,0.6,9,3,Wicked Choccy's,32.076176,-81.088371,40.7128,-74.006,631.217416864733,1389.32,Sugar Shack,1415.43,26.110000000000127,1.8446691111535098,1748.6410238057952,-1117.4236069410622,-89.39388855528497,Medium,5,31.864356888806093,20.462379900405068
Fizzy Lifting Drinks,Sugar,Atlantic,First Class,4,15.0,6.0,9.0,0.6,9,3,Sugar Shack,48.11914,-96.18115,40.7128,-74.006,1748.6410238057952,1415.43,Sugar Shack,1415.43,0.0,0.0,1748.6410238057952,0.0,0.0,Medium,5,-5.0,20.462379900405068
Fizzy Lifting Drinks,Sugar,Atlantic,First Class,4,15.0,6.0,9.0,0.6,9,3,Secret Factory,41.446333,-90.565487,40.7128,-74.006,1385.846859570077,1411.11,Sugar Shack,1415.43,4.320000000000164,0.3052076047561634,1748.6410238057952,-362.7941642357182,-29.023533138857456,Medium,5,6.79253781839668,20.462379900405068
Fizzy Lifting Drinks,Sugar,Atlantic,First Class,4,15.0,6.0,9.0,0.6,9,3,The Other Factory,35.1175,-89.971107,40.7128,-74.006,1396.1580182143794,1411.11,Sugar Shack,1415.43,4.320000000000164,0.3052076047561634,1748.6410238057952,-352.4830055914158,-28.198640447313267,Medium,5,6.462580741779005,20.462379900405068
